frame,track_id,x,y
20,-1,730919.496900978,221997.1686529372
20,-1,730918.9586560748,221995.7583421856
30,-1,730911.3961275293,222011.96708444387
30,-1,730916.2191968433,221999.0066737593
30,-1,730901.5561882388,222000.06478691148
30,-1,730909.5171710894,222012.77575340905
30,-1,730908.4753556417,222013.27750165717
30,-1,730913.5705449547,222004.65993129407
30,-1,730913.3707184622,222000.4213464593
30,-1,730914.708225774,222006.45923165945
30,-1,730900.2158745076,222001.78319555317
30,-1,730901.5194838924,221998.33774597748
30,-1,730913.519821399,222011.99725295577
30,-1,730906.8613871386,222004.23959217427
30,-1,730912.6845066214,222000.19426138213
30,-1,730917.4944676552,221998.4667283457
30,-1,730910.7506209597,222001.49959088635
30,-1,730904.2018633928,222001.3779656817
30,-1,730911.1586746286,222003.537174783
30,-1,730915.220614229,221999.98312104304
30,-1,730911.4799915785,222000.3227183936
30,-1,730915.3545043585,221999.50340142677
30,-1,730904.895585559,221998.56365692825
30,-1,730916.1465819464,221997.54395048527
30,-1,730919.3030628039,221995.64592737745
30,-1,730914.3200770204,221998.9183991568
30,-1,730912.242512371,222010.89407354928
30,-1,730907.7521771147,222001.6193902
30,-1,730914.9071045518,221997.53822577983
30,-1,730917.1270021242,221996.7414513381
30,-1,730918.0741215975,221998.7940653749
30,-1,730909.1049253072,222003.6018266104
30,-1,730912.5492104084,221998.9258362547
30,-1,730915.553534151,221996.94271064267
30,-1,730916.3315625204,222000.5157444064
30,-1,730919.9328575396,222000.89584101163
30,-1,730903.0400064073,221998.6037262517
30,-1,730913.9897514556,221998.73545375615
30,-1,730902.2628756566,221997.796337579
30,-1,730916.3293069784,222000.5208730121
30,-1,730918.9893440293,222000.93077005932
30,-1,730919.8907360205,221996.20645627865
30,-1,730915.7678445141,221998.20449362672
30,-1,730908.1158542065,222003.93153709144
30,-1,730902.6048767971,221997.89513480812
30,-1,730913.0520486279,222001.4994306045
30,-1,730916.7110530906,222012.93662019295
30,-1,730919.9274113255,222001.20403303628
30,-1,730919.895882141,222000.58579645117
30,-1,730904.9423916837,222001.09792212208
30,-1,730916.6175110241,222012.9553971277
30,-1,730914.7488739305,221999.43568069785
30,-1,730915.7658416317,221998.1992989254
30,-1,730904.3818343404,221998.4555237984
30,-1,730908.666235474,222002.82620586
30,-1,730902.0145391612,221997.33735246325
30,-1,730907.4195848753,222003.46413005327
30,-1,730903.0265106675,221998.6059801117
30,-1,730917.9155705536,222009.2928695557
30,-1,730919.3039582444,221997.38391258148
30,-1,730919.0715696645,221995.5492558577
30,-1,730915.2834625326,221999.7646608225
40,-1,730911.3989566371,222011.9682427693
40,-1,730916.0230924789,221999.12976752568
40,-1,730901.5556481914,222000.06975378952
40,-1,730909.5178414597,222012.77371105488
40,-1,730908.4746344491,222013.27743804007
40,-1,730913.1343173409,222005.04845860004
40,-1,730913.1222414793,222000.5006857625
40,-1,730914.5108072901,222006.34906350792
40,-1,730901.3955084669,221998.2019365531
40,-1,730913.5205638885,222011.99172488475
40,-1,730906.3814276649,222004.0263132293
40,-1,730913.3062133517,221999.7208677347
40,-1,730917.35292514,221998.5782105604
40,-1,730911.3750575733,222001.05668053115
40,-1,730904.9057456619,222001.3159481772
40,-1,730910.8172518943,222003.78356845136
40,-1,730914.9668096175,222000.14846084692
40,-1,730911.8497305602,222000.1091986128
40,-1,730915.1582131615,221999.6072349343
40,-1,730904.9291577998,221998.54928092795
40,-1,730916.457091656,221997.2637992105
40,-1,730919.5350089879,221995.4480747719
40,-1,730914.8071724287,221998.58482445823
40,-1,730912.2542799107,222010.8907200236
40,-1,730908.1516389113,222001.7147010926
40,-1,730914.9928867797,221997.4762837689
40,-1,730917.3686422982,221996.5592826125
40,-1,730917.7597368087,221999.08956663063
40,-1,730908.7103046973,222003.43945821695
40,-1,730912.5527316675,221998.9352353593
40,-1,730915.5644459401,221996.9484789816
40,-1,730915.9196337723,222000.86638364708
40,-1,730919.8787874567,222000.9210145549
40,-1,730903.197847149,221998.73676802596
40,-1,730914.4596737678,221998.436193313
40,-1,730902.4390649413,221997.928282063
40,-1,730915.9303790579,222000.86933522887
40,-1,730919.0844853041,222000.87845105183
40,-1,730919.7257658787,221996.39088743608
40,-1,730916.1220362294,221997.92594145244
40,-1,730907.8595520422,222003.80920776207
40,-1,730902.7957208119,221998.015448738
40,-1,730912.8807624847,222001.49059341583
40,-1,730916.7063677589,222012.9273684609
40,-1,730919.8919789887,222001.2353136067
40,-1,730916.6009758691,222012.94614787417
40,-1,730904.3756916188,221998.47049806712
40,-1,730908.1553566833,222002.58607743515
40,-1,730902.1785396861,221997.48146050045
40,-1,730906.9511620629,222003.3052977746
40,-1,730918.9400386576,222000.98199910903
40,-1,730917.6194750153,222009.2086373189
40,-1,730919.118035764,221997.6200474893
40,-1,730919.3063483444,221995.3956218692
40,-1,730918.6771983259,222006.05410774748
40,-1,730917.7642188512,221999.0806451701
40,-1,730901.3265656019,221997.3924167103
50,-1,730911.3970466868,222011.98312502055
50,-1,730915.8048508902,221999.27363699905
50,-1,730901.5573604187,222000.09086926928
50,-1,730909.5149644337,222012.77717859545
50,-1,730908.4711722407,222013.2808031325
50,-1,730912.6205649123,222005.61356898517
50,-1,730912.8446607456,222000.63155299143
50,-1,730914.3479469997,222006.2722538074
50,-1,730901.4336052232,221997.54311055472
50,-1,730913.5215643618,222011.99483881384
50,-1,730905.8692485493,222003.6223885395
50,-1,730913.9029005074,221999.4188195029
50,-1,730917.1946267557,221998.759595072
50,-1,730912.0224271431,222000.60566003883
50,-1,730905.5692336439,222001.53372802612
50,-1,730910.4670644919,222004.19063929192
50,-1,730914.722013621,222000.2838085316
50,-1,730912.1878488772,221999.87658525805
50,-1,730914.8442330151,221999.69638716252
50,-1,730904.9746771525,221998.572488127
50,-1,730916.7509345566,221997.06362366723
50,-1,730915.2697395446,221998.29504832104
50,-1,730912.268140845,222010.91166819885
50,-1,730918.9152635143,221997.88152324484
50,-1,730908.5313274466,222001.83442377663
50,-1,730915.0690766621,221997.4510492937
50,-1,730917.5897115426,221996.41366460055
50,-1,730917.4096563752,221999.42462372963
50,-1,730908.2776302879,222003.32046134528
50,-1,730912.5639653311,221998.9432879725
50,-1,730915.5699037707,221996.97284089145
50,-1,730915.46276553,222001.30803343523
50,-1,730919.7916702965,222000.8971112865
50,-1,730903.394541778,221998.9388104085
50,-1,730914.9282650199,221998.13079961095
50,-1,730902.6099641089,221998.0854662891
50,-1,730917.4108761103,221999.43426625195
50,-1,730915.4407977134,222001.3196166897
50,-1,730919.5443254408,221996.59938111095
50,-1,730907.5912519437,222003.68632033796
50,-1,730902.9913152594,221998.1694687404
50,-1,730912.7241383321,222001.49718562604
50,-1,730916.7138739701,222012.9588010512
50,-1,730919.8546734871,222001.25402382613
50,-1,730919.8148278388,222001.1121962938
50,-1,730919.3660437296,222000.7098769009
50,-1,730904.7286149547,222001.1337990221
50,-1,730916.425860629,221997.73523653133
50,-1,730917.2038357557,221998.7479446892
50,-1,730904.3917514645,221998.4960700429
50,-1,730907.547966352,222002.42156444592
50,-1,730902.3392315586,221997.67537715152
50,-1,730918.9400144565,222001.017994568
50,-1,730903.3988084309,221998.93815286053
50,-1,730917.2430676643,222008.7465567602
50,-1,730918.9173070546,221997.87311722667
50,-1,730919.5019783675,221995.29976208613
50,-1,730918.3835519382,222005.78343385927
50,-1,730917.2739414833,222009.03287134672
50,-1,730901.4330012848,221997.5520187962
60,-1,730911.3962146533,222011.99052855436
60,-1,730915.5797071496,221999.36850752973
60,-1,730901.5489051617,222000.08512225657
60,-1,730909.516141575,222012.77636727196
60,-1,730908.4676664702,222013.2723916408
60,-1,730912.088779281,222006.0324540017
60,-1,730912.5049393481,222000.72650139095
60,-1,730914.2196492589,222006.1568574937
60,-1,730913.5237976386,222012.00250259903
60,-1,730905.2614843111,222003.66711047705
60,-1,730914.4664036079,221999.05182676413
60,-1,730917.0366129762,221998.92955051776
60,-1,730912.6130282078,221999.91057863992
60,-1,730906.292479934,222001.62099818207
60,-1,730910.0647793957,222004.5369984292
60,-1,730914.4846415519,222000.3070626172
60,-1,730912.536097772,221999.7025369453
60,-1,730914.6031059044,221999.7594985493
60,-1,730904.9726338541,221998.55942092295
60,-1,730915.703699032,221998.0083926193
60,-1,730912.2536410019,222010.90640698883
60,-1,730908.8906909355,222001.89989374368
60,-1,730915.1428532115,221997.4138436656
60,-1,730917.811733342,221996.23720534745
60,-1,730917.0219422734,221999.706447533
60,-1,730907.8330833062,222003.1737567836
60,-1,730912.5683050711,221998.921810103
60,-1,730915.5754100035,221996.94119798284
60,-1,730914.9430760891,222001.7633422929
60,-1,730919.662162501,222000.77329108812
60,-1,730903.5913039283,221999.08183850552
60,-1,730915.3646271918,221997.84240538825
60,-1,730902.7694909407,221998.2196440816
60,-1,730914.9350248693,222001.7536675489
60,-1,730901.559777624,221997.6355918326
60,-1,730919.3701869568,221996.7542712
60,-1,730916.7064742438,221997.46841405457
60,-1,730907.3461568217,222003.5402226165
60,-1,730903.2229371485,221998.28734549813
60,-1,730916.7088362705,222012.96111687596
60,-1,730919.882272414,222001.16627179197
60,-1,730919.3556266109,222000.70479311628
60,-1,730916.5489590068,222012.9559035852
60,-1,730916.7070211885,221997.46523526916
60,-1,730917.0450707744,221998.93551420013
60,-1,730904.3818372445,221998.48719959983
60,-1,730906.9493910269,222002.20604320764
60,-1,730902.4967054116,221997.87938339968
60,-1,730918.9349632043,222001.0235102461
60,-1,730903.592602075,221999.0851412202
60,-1,730916.9909435768,222008.8564394613
60,-1,730918.7065445718,221998.12680124008
60,-1,730918.0016431947,222005.36540891175
60,-1,730917.1159277039,222008.92848366883
70,-1,730911.3969295535,222011.99254364404
70,-1,730915.3468635892,221999.4907775796
70,-1,730901.5533141169,222000.08579746445
70,-1,730909.5124363875,222012.7797331905
70,-1,730908.4673474998,222013.27622270724
70,-1,730911.5040252004,222006.598840445
70,-1,730912.1219909256,222000.81725127387
70,-1,730914.0817373918,222006.0605169555
70,-1,730901.6807012915,221997.75567618356
70,-1,730913.5236209707,222012.0092807032
70,-1,730904.7771304029,222003.50784857693
70,-1,730914.976471662,221998.70567624108
70,-1,730913.2920847533,221999.79999718437
70,-1,730909.6407878548,222004.88008955205
70,-1,730914.2504209493,222000.4293578661
70,-1,730912.8767480074,221999.4164671191
70,-1,730914.2470231157,221999.9080463521
70,-1,730904.9719310544,221998.56683499072
70,-1,730917.2942791142,221996.65465738036
70,-1,730920.1364177769,221996.7873577812
70,-1,730916.1222075731,221997.73534713816
70,-1,730912.2488990396,222010.8985680503
70,-1,730918.4844966352,221998.38850388944
70,-1,730909.2339026147,222001.96846689933
70,-1,730915.2291455985,221997.39988602983
70,-1,730918.0347967566,221996.0901013205
70,-1,730916.6160744473,222000.03258327465
70,-1,730912.5660829267,221998.93839906665
70,-1,730906.7542784231,222001.87247728743
70,-1,730915.5763557822,221996.9547749492
70,-1,730914.4085112042,222002.19331174865
70,-1,730919.5913675263,222000.8690035116
70,-1,730903.8053863171,221999.22733475696
70,-1,730915.7793206727,221997.5507297254
70,-1,730902.970945683,221998.36987443056
70,-1,730901.6679496145,221997.75617799367
70,-1,730919.2024801554,221996.93041458845
70,-1,730903.4325737965,221998.4420395724
70,-1,730911.4151491048,221998.56007310067
70,-1,730916.7342396743,222012.95986353804
70,-1,730919.9182691205,222001.1436575944
70,-1,730919.3577233937,222000.7606315081
70,-1,730904.5860693041,222001.19052144256
70,-1,730916.5275303907,222012.96737943435
70,-1,730917.0111466496,221997.23685043227
70,-1,730916.8735072867,221999.00167827428
70,-1,730904.3870913018,221998.47306691404
70,-1,730912.8584640812,221999.2442866268
70,-1,730905.4834293931,222002.89668112312
70,-1,730902.6390901249,221998.0587895873
70,-1,730918.9432893485,222000.98780416197
70,-1,730903.799630329,221999.2364326102
70,-1,730918.4807164243,221998.39226142448
70,-1,730920.1896640548,221995.87768079215
70,-1,730916.6837900748,222008.68067638075
70,-1,730917.64998969,222005.0355885468
70,-1,730901.6712533057,221997.7531226212
70,-1,730907.2339169905,222003.22721325516
80,-1,730911.3986168538,222011.9991110684
80,-1,730915.1076028668,221999.57848954332
80,-1,730901.5522063118,222000.0815518547
80,-1,730909.5142263004,222012.7779015161
80,-1,730908.4673789613,222013.2730013728
80,-1,730910.8900328107,222007.2063581822
80,-1,730911.6574146348,222000.8636218836
80,-1,730913.9638930712,222005.98840871785
80,-1,730901.8231831723,221997.91603929832
80,-1,730913.5222744218,222012.01066953703
80,-1,730915.4734043307,221998.33790739533
80,-1,730916.6965653481,221999.2417925505
80,-1,730913.8960820914,221999.36645133683
80,-1,730909.1621028106,222005.39596449604
80,-1,730914.0335239733,222000.57609341005
80,-1,730913.2131330421,221999.2563470089
80,-1,730913.8503773583,222000.11912162832
80,-1,730904.9570984462,221998.5602233649
80,-1,730917.552407977,221996.41533372112
80,-1,730919.9544342665,221996.9885930228
80,-1,730916.43947326,221997.42706113384
80,-1,730912.2341542814,222010.885994188
80,-1,730918.2517411667,221998.6522192532
80,-1,730909.5774100312,222002.01914838824
80,-1,730919.9884426111,221998.06911547616
80,-1,730915.3004429878,221997.3390420321
80,-1,730918.2502368267,221995.94949913863
80,-1,730916.1888612567,222000.3575352853
80,-1,730912.567039354,221998.9401729074
80,-1,730907.4834689858,222001.79952777672
80,-1,730915.5772337979,221996.9282992193
80,-1,730913.8266864239,222002.6798935344
80,-1,730919.5331154943,222000.92777179755
80,-1,730904.0116960406,221999.40813597484
80,-1,730903.1859619919,221998.47661490535
80,-1,730901.8206599662,221997.92095257697
80,-1,730919.0241452018,221997.13476856143
80,-1,730903.6600604448,221998.55587034975
80,-1,730911.4053152325,221998.53669849387
80,-1,730916.7389947051,222012.96426467903
80,-1,730919.8992315723,222001.1177844705
80,-1,730919.3341418481,222000.71925731289
80,-1,730916.5398768205,222012.96641278613
80,-1,730916.193759558,221998.06514912032
80,-1,730917.2791631112,221997.0247765444
80,-1,730904.3820332733,221998.4646531503
80,-1,730914.4031322692,221999.60371493036
80,-1,730905.008973006,222002.89349655437
80,-1,730902.7705209393,221998.23386589315
80,-1,730918.9403939297,222000.96410124583
80,-1,730904.01079697,221999.40686136243
80,-1,730918.2526182143,221998.6530299571
80,-1,730919.9653596082,221996.06938130417
80,-1,730916.4313997752,222008.49423307693
80,-1,730917.334843051,222004.7346907916
80,-1,730901.824150248,221997.9130936032
80,-1,730906.9007240799,222003.06864329337
80,-1,730912.2199254906,222001.53149750608
80,-1,730913.8255930184,222002.6895118905
90,-1,730911.3969164849,222011.9838008481
90,-1,730914.8505988708,221999.6789765479
90,-1,730901.5556455293,222000.0840531602
90,-1,730909.5132897181,222012.7790565368
90,-1,730908.4733237178,222013.27939942715
90,-1,730910.2387368556,222007.8442121489
90,-1,730911.1838355374,222000.90174066383
90,-1,730913.8203820391,222005.9354483765
90,-1,730901.9630404443,221998.02182758332
90,-1,730913.524777783,222012.00335523236
90,-1,730903.6534109524,222003.14522785577
90,-1,730915.9119039432,221998.00906710423
90,-1,730916.4912723124,221999.4520730271
90,-1,730914.4423874108,221999.2249319752
90,-1,730908.6290272609,222005.951653366
90,-1,730913.7976862536,222000.69506466968
90,-1,730913.5268692414,221999.0393010277
90,-1,730913.4988235623,222000.2313439072
90,-1,730904.9622244798,221998.57222116276
90,-1,730917.831297506,221996.27155074003
90,-1,730919.7861650317,221997.23687526977
90,-1,730916.7927695347,221997.14758160725
90,-1,730912.2206273222,222010.88500192773
90,-1,730918.0131909885,221998.92166458935
90,-1,730909.8631692824,222002.1104534742
90,-1,730919.8486561272,221998.2975453923
90,-1,730915.3436206427,221997.32039987048
90,-1,730918.4556750689,221995.77439534885
90,-1,730915.7646567462,222000.740637175
90,-1,730906.5666105599,222002.93756166683
90,-1,730912.5660611457,221998.9425331401
90,-1,730908.0463210768,222001.93146038416
90,-1,730915.5747226925,221996.9291347607
90,-1,730913.2193314261,222003.21115574145
90,-1,730919.5142560662,222001.04855428328
90,-1,730904.2318729907,221999.5549475288
90,-1,730916.499585872,221996.99439063997
90,-1,730903.4299985581,221998.60693829143
90,-1,730901.9623977843,221998.02722831705
90,-1,730918.8420416539,221997.34550649195
90,-1,730903.8848339086,221998.7585619151
90,-1,730911.4038210569,221998.574396431
90,-1,730916.7077249562,222012.96045839848
90,-1,730919.855157509,222001.117610763
90,-1,730904.4508691696,222001.30088622848
90,-1,730916.5736392819,222012.96087727937
90,-1,730917.5455803646,221996.8465357566
90,-1,730916.498412603,221999.4528145372
90,-1,730904.3940379837,221998.47485149532
90,-1,730905.5567325691,222001.5649528284
90,-1,730904.5315611814,222002.84583584103
90,-1,730902.9036768076,221998.4096534497
90,-1,730918.9491363327,222000.95745388712
90,-1,730904.2334891398,221999.55856688268
90,-1,730918.0075724625,221998.918494479
90,-1,730919.7251385864,221996.2818442524
90,-1,730916.1206267577,222008.316718876
90,-1,730917.0812126873,222004.50783828835
90,-1,730916.4245508658,222008.78793012924
90,-1,730901.9585231893,221998.01893414505
90,-1,730912.0392130215,222001.5086521805
90,-1,730905.210510758,222002.83500979436
90,-1,730916.7784744329,222013.09890142284
100,-1,730911.3977248014,222011.9826045177
100,-1,730914.5539801047,221999.7797826703
100,-1,730901.5570610513,222000.0768189964
100,-1,730909.519704944,222012.7733665316
100,-1,730908.4766445919,222013.2787607784
100,-1,730909.5233041305,222008.54494079752
100,-1,730910.6771537003,222000.9321372056
100,-1,730913.6689562813,222005.8375413725
100,-1,730913.5221156627,222012.00600236125
100,-1,730903.1668745895,222002.9444149547
100,-1,730916.2695051084,221999.65335520692
100,-1,730915.0332590438,221998.7134128347
100,-1,730908.0832756625,222006.263390387
100,-1,730913.528075908,222000.82939282965
100,-1,730913.8384229862,221998.83848833316
100,-1,730913.1360506233,222000.319774041
100,-1,730904.9495581115,221998.55812575895
100,-1,730918.0862318246,221996.0904857077
100,-1,730919.602473892,221997.45382272723
100,-1,730916.956244049,221996.90089660187
100,-1,730912.2181089565,222010.8825225164
100,-1,730917.7489518335,221999.20451339096
100,-1,730910.148048098,222002.18072156896
100,-1,730919.7178133994,221998.5502059566
100,-1,730915.3855146716,221997.29643019667
100,-1,730918.6590368573,221995.64149435045
100,-1,730915.2567387172,222001.12198257408
100,-1,730906.3130818409,222002.8087413361
100,-1,730912.565071321,221998.93952589345
100,-1,730908.5480034521,222002.05168436203
100,-1,730912.5716230411,222003.75233043
100,-1,730919.4885438564,222001.0661198095
100,-1,730904.4673065522,221999.70514255797
100,-1,730903.6455942412,221998.75646317317
100,-1,730902.1243637233,221998.1755669893
100,-1,730918.6508094536,221997.5299281997
100,-1,730916.7386471773,222012.954847708
100,-1,730919.8631729111,222001.10675476672
100,-1,730917.8093296895,221996.6309218296
100,-1,730904.4001371433,221998.4737403663
100,-1,730905.1896503834,222001.31541259625
100,-1,730904.0411659541,222002.71583962825
100,-1,730903.0411356303,221998.59721211687
100,-1,730918.9529601055,222000.96907225487
100,-1,730904.4674597451,221999.70547055732
100,-1,730917.752835625,221999.2042630539
100,-1,730919.49503943,221996.4630136951
100,-1,730915.8451737841,222008.1368211024
100,-1,730916.874264297,222004.29586968877
100,-1,730902.1248905811,221998.17147639432
100,-1,730905.0175796408,222002.87761791184
100,-1,730911.8951076104,222001.5009931459
100,-1,730918.168950194,221995.2505224076
110,-1,730911.3993317541,222011.99036248916
110,-1,730914.2561808095,221999.88124603085
110,-1,730901.5527513205,222000.0861878416
110,-1,730909.5185360311,222012.769827112
110,-1,730908.4785075921,222013.27720092217
110,-1,730908.7639730421,222009.3008766249
110,-1,730910.1637231462,222000.9598314699
110,-1,730913.4744327322,222005.75323312572
110,-1,730913.5224898115,222011.9988913005
110,-1,730902.6650712088,222002.79562590292
110,-1,730916.0197169103,221999.8715456749
110,-1,730915.5274182671,221998.40732740087
110,-1,730907.4489132125,222006.853225898
110,-1,730913.2483920992,222000.93334861408
110,-1,730914.1414071238,221998.64519019236
110,-1,730912.7224152142,222000.4318556602
110,-1,730904.9584629039,221998.56207352545
110,-1,730918.3387024718,221995.9185011011
110,-1,730919.4023105202,221997.67561478587
110,-1,730917.1975279828,221996.57584307244
110,-1,730912.2127474461,222010.87714894387
110,-1,730917.4882199009,221999.5206213969
110,-1,730910.3934423456,222002.2496262353
110,-1,730919.5385191145,221998.78666638525
110,-1,730915.4035725595,221997.27548728845
110,-1,730918.8595216197,221995.49336642903
110,-1,730914.7317468168,222001.55470098724
110,-1,730905.6221023847,222002.4546269125
110,-1,730912.5652518612,221998.9391661888
110,-1,730909.0294469369,222002.16111699335
110,-1,730911.8934972697,222004.40394632748
