frame,track_id,x1,y1,x2,y2,class_name,keep,correct_class,notes
80,82,297.8829346,102.1008682,317.1628113,137.3197327,bike,Y,,
80,84,1143.492554,91.2558136,1164.223389,135.7008514,bike,N,,
80,87,1155.628174,461.8319702,1182.054199,535.5732422,pedestrian,N,,
80,88,1171.229858,326.8255615,1280.376953,392.8434753,car,Y,,
80,90,224.1140137,89.90118408,271.4724121,126.0400009,car,Y,,
80,95,994.3106079,142.7057343,1023.668335,180.3846436,bike,Y,,
80,96,1382.070557,57.01000977,1399.866699,90.41607666,bike,Y,,
80,97,844.637207,113.5416336,859.2560425,148.2507172,pedestrian,Y,,
80,99,423.7607422,265.3668213,473.5537109,318.2839966,bike,Y,,
80,102,1380.024414,92.88949585,1406.201172,134.3601837,bike,Y,,
98,1,787.2366333,567.4880371,915.5831909,687.3096313,auto,Y,,
98,2,1021.933105,151.3942719,1085.795776,201.7692566,auto,Y,,
98,3,201.1785278,162.3637085,260.4022827,213.8165588,auto,Y,,
98,4,669.4212646,599.3138428,796.6241455,714.1525269,auto,Y,,
98,5,600.3290405,630.9085693,734.1500244,720,auto,Y,,
98,6,695.3065186,444.2405396,790.5235596,546.2915649,auto,Y,,
98,7,785.6002808,196.3969116,840.2328491,241.9455261,bike,Y,,
98,8,964.7320557,369.4715881,1028.457031,432.5605774,bike,Y,,
98,13,925.7830811,572.8569336,1045.083008,683.6535034,auto,Y,,
98,14,302.3339233,263.3213806,376.5631714,327.3331299,auto,Y,,
98,15,1143.161499,86.85287476,1165.921875,135.3724518,bike,N,,
98,16,1126.141479,145.5099792,1197.486694,195.5690308,car,Y,,
98,18,636.7776489,236.0284424,694.4671631,284.1842041,bike,Y,,
98,19,594.7056274,351.7727661,703.6158447,470.7645264,auto,Y,,
98,20,968.0595703,192.828598,1010.843384,236.8123627,bike,Y,,
98,21,987.3011475,124.4545593,1014.253052,162.9968872,bike,Y,,
98,22,943.704834,172.529068,986.986084,219.172821,bike,Y,,
98,23,417.0914307,111.9701233,472.0078125,152.1068115,auto,Y,,
98,24,1259.973877,29.78622055,1279.679077,54.40715408,bike,Y,,
98,25,1355.982422,38.49388123,1373.163086,68.60389709,bike,Y,,
98,26,1191.520508,54.73657608,1213.718994,90.50292969,bike,Y,,
98,27,868.1102295,547.5092163,938.7312012,626.3324585,bike,Y,,
98,28,1226.081787,128.4835052,1284.880371,178.2571106,car,Y,,
98,29,741.8545532,241.2901917,794.7277832,288.8305359,bike,Y,,
98,31,1083.039795,67.01766968,1121.942139,103.9372406,auto,Y,,
98,32,1298.392578,11.25382614,1315.180908,38.52822876,bike,Y,,
98,33,1060.375732,191.5361328,1139.520508,255.7394714,car,Y,,
98,34,506.50177,257.2683411,556.9241943,321.2658997,bike,Y,,
98,35,902.6866455,123.2621613,947.2976685,168.2580261,auto,Y,,
98,38,883.8409424,284.4627075,986.1474609,356.6674805,car,Y,,
98,40,378.2866821,149.1117706,444.8779907,196.7306671,car,Y,,
98,41,1180.326172,53.45027161,1196.96167,83.68209076,bike,,,
98,42,348.3822632,120.0271301,371.8367004,156.638855,bike,Y,,
98,44,1223.841064,42.90560913,1280.721313,81.83346558,car,Y,,
98,45,1306.200684,187.8686829,1349.794434,253.5565186,bike,N,,
98,46,1284.102539,72.05860138,1337.745605,111.7980042,car,Y,,
98,48,379.7304688,128.1379242,399.8574219,155.5396729,bike,Y,,
98,49,877.1003418,221.2274933,894.3275146,259.3581543,pedestrian,Y,,
98,50,1171.470459,635.5380249,1203.506836,691.8305664,pedestrian,Y,,
98,52,1377.289063,201.8290558,1392.506348,249.9465332,pedestrian,Y,,
98,54,398.9792175,215.56073,419.805481,253.4003906,pedestrian,Y,,
98,55,1157.145752,635.0378418,1203.914185,692.4139404,pedestrian,N,,
98,60,392.5145874,109.2050781,426.5274658,147.3171082,auto,Y,,
98,63,1181.035522,53.62536621,1211.690308,86.36203766,bike,,,
98,65,450.1408386,212.9780884,479.3501282,257.949646,bike,Y,,
98,76,1121.694458,452.2239685,1148.078247,500.1287842,pedestrian,N,,
98,79,1352.562988,198.6208801,1369.781616,248.6513062,pedestrian,Y,,
98,82,312.151123,113.4295807,333.1757202,149.2469635,bike,Y,,
98,87,1122.874023,451.8310547,1148.881592,522.0216064,pedestrian,N,,
98,88,1147.752686,314.1948242,1251.866699,377.0169373,car,Y,,
98,90,240.7324524,98.3487854,289.6465454,135.60289,car,Y,,
98,95,1060.84729,120.63797,1087.656372,157.0907593,bike,Y,,
98,96,1361.175659,72.22645569,1380.478638,106.2703781,bike,Y,,
98,99,375.8818359,259.777771,420.8082886,315.1725159,bike,Y,,
98,102,1365.802002,108.2904434,1389.73877,150.0671082,bike,Y,,
98,108,441.4282227,270.1552734,459.5904541,311.0310364,pedestrian,Y,,
98,110,1271.806763,0.39003849,1285.469482,18.46411705,bike,,,
200,1,787.4655151,567.9666748,915.5715942,687.2427368,auto,Y,,
200,2,766.0733032,181.6875305,833.409729,232.3661194,auto,Y,,
200,3,201.217804,162.400238,260.1687927,213.5184021,auto,Y,,
200,4,668.4278564,598.9434204,798.3511353,715.2390137,auto,Y,,
200,5,600.1052856,630.8082886,733.7727051,720,auto,Y,,
200,7,555.8912354,196.3314972,598.1968994,241.0545197,bike,Y,,
200,8,911.8438721,361.5478821,978.614502,417.3017578,bike,Y,,
200,13,925.6793213,572.3739624,1044.829102,684.0912476,auto,Y,,
200,15,1333.453369,3.497123718,1348.102417,26.46778107,bike,Y,,
200,16,883.6223145,254.6047668,984.1201782,321.2329712,car,Y,,
200,20,767.5747681,221.7234497,821.5237427,270.1976013,bike,Y,,
200,21,1172.179077,57.99773407,1195.687134,91.8292923,bike,Y,,
200,22,694.6251221,202.1038055,745.208252,246.7894745,bike,Y,,
200,23,419.8912048,112.4583435,470.1361084,152.1683502,auto,Y,,FLAGGED: class-confusion case (auto#23 vs truck#129). Decide correct class.
200,25,1180.970093,111.1515198,1206.437012,152.6226959,bike,Y,,
200,27,867.7340698,550.93573,939.6325684,625.9576416,bike,Y,,
200,28,949.0675049,267.8551636,1039.1604,338.0932617,car,Y,,
200,29,821.4703369,254.1294556,874.0487671,311.8670349,bike,Y,,
200,33,575.8299561,398.6071777,704.7088623,505.0205078,car,Y,,
200,35,901.6547241,122.9905548,947.1793213,168.3854828,auto,Y,,
200,45,1305.74585,186.5848083,1363.317871,252.6448364,bike,N,,
200,46,1110.480225,160.2388916,1184.266113,212.7502289,car,Y,,
200,48,605.081665,177.9765625,650.9466553,222.394104,bike,Y,,
200,50,1170.935669,634.9076538,1203.04834,691.3634033,pedestrian,Y,,
200,52,1379.016113,198.4989929,1392.205811,238.2847595,pedestrian,Y,,
200,60,392.8271484,109.1960831,426.463623,147.8666534,auto,Y,,
200,65,259.7852173,120.7695389,280.5804443,157.0917511,bike,Y,,
200,79,1385.891602,226.8577881,1409.119385,276.7809448,pedestrian,Y,,
200,80,416.7442322,226.5791473,444.2326355,276.2711487,bike,,,
200,82,458.1686707,190.1331329,484.2162781,236.5968018,bike,Y,,
200,87,986.3486328,404.4531555,1012.414001,466.6756897,pedestrian,N,,
200,88,1102.183594,280.2902222,1191.174438,337.918396,car,Y,,
200,90,351.5107727,155.9482727,413.6973572,205.1783752,car,Y,,
200,95,1304.068604,20.54603958,1321.77002,50.04398346,bike,,,
200,96,1185.93396,167.1828003,1212.855347,211.7485352,bike,Y,,
200,100,166.402832,237.0772095,210.269455,282.8106995,bike,Y,,
200,102,1190.584473,190.8725281,1227.045776,248.7573547,bike,Y,,
200,108,313.4987793,278.7061768,332.1025085,322.5407715,pedestrian,Y,,
200,110,1230.191162,1.615309715,1247.977173,23.41355324,bike,N,,
200,111,1143.407715,89.44882202,1164.685303,137.3139496,bike,N,,
200,112,1295.775146,66.4829483,1348.636475,107.0376434,car,Y,,
200,115,1046.446167,58.28203201,1070.223877,94.65225983,bike,N,,
200,117,1292.706055,114.4026031,1318.561768,152.9827728,bike,Y,,
200,122,503.4723206,213.7858887,570.7466431,273.0083923,car,Y,,
200,124,1326.903687,50.69911194,1344.452515,73.27523041,bike,,,
200,129,418.1340027,110.9702225,470.3729858,151.9229736,truck,AUTO,,FLAGGED: class-confusion case (auto#23 vs truck#129). Decide correct class.
200,130,1086.173828,60.29728699,1125.084351,102.9267807,auto,Y,,
200,134,1349.692383,51.87583923,1382.145752,89.71086121,bike,,,
200,137,288.8771973,94.20584106,309.1096191,127.6824951,bike,Y,,
200,138,320.7833862,236.7854614,340.6142578,275.515625,pedestrian,Y,,
200,139,1381.706299,25.93111801,1422.657227,61.30451965,car,Y,,
200,141,1362.959595,50.30490875,1384.034424,86.3130188,bike,Y,,
200,142,373.5379028,226.4622803,388.4411621,256.6478271,pedestrian,Y,,
200,143,1172.346313,424.1667175,1244.184448,492.9795837,bike,Y,,
200,144,793.6865234,251.8867798,872.5822754,313.0309753,bike,Y,,
200,148,1349.328003,53.823349,1373.22998,89.83765411,bike,Y,,
200,149,253.1777191,77.15083313,270.6737976,107.516449,bike,Y,,
200,152,1346.77002,311.0062256,1379.569702,351.1923218,pedestrian,,,
290,1,787.5321045,567.8931885,915.5361328,687.3712769,auto,Y,,
290,2,551.3115234,180.4972992,615.9817505,231.9627228,auto,,,
290,3,198.9393311,162.6751709,260.3829651,212.2049713,auto,Y,,
290,4,669.5471191,599.1777344,796.4862061,713.9470215,auto,Y,,
290,5,600.2911987,630.6121826,733.8121948,720,auto,Y,,
290,13,927.2041016,572.3601685,1044.243896,664.6100464,auto,Y,,
290,16,387.89505,455.2425537,549.0839844,560.522583,car,Y,,
290,18,821.0657349,263.0697937,877.2283325,314.1972656,bike,,,
290,20,593.9421997,238.7386475,645.5248413,284.0651855,bike,Y,,
290,21,1294.792725,12.43759155,1313.623291,40.29367447,bike,Y,,
290,23,419.366272,111.9492722,470.2970581,152.0084381,auto,,,
290,25,927.9985352,176.6010132,973.1091309,224.0185394,bike,Y,,
290,27,868.5839844,547.4310913,941.2094116,626.0283813,bike,Y,,
290,28,351.1546326,545.079834,517.9269409,671.5542603,car,Y,,
290,29,853.6396484,260.4028625,914.1636963,310.9490356,bike,Y,,
290,35,903.2158203,122.932373,946.8909912,167.9894104,auto,Y,,
290,42,430.2244568,177.433075,467.6950073,219.1314087,bike,Y,,
290,45,1306.598633,189.5304718,1361.993286,252.9599152,bike,N,,
290,46,779.7122192,307.9295349,894.380188,387.6477051,car,Y,,
290,48,941.4995728,150.8708496,978.1893311,191.31604,bike,Y,,
290,50,1163.581299,635.1228027,1204.328857,691.652832,pedestrian,,,
290,52,1380.281006,195.7411346,1397.343506,240.353714,pedestrian,Y,,
290,60,392.2748413,110.242218,425.3063965,148.3400116,auto,Y,,
290,82,663.9428101,223.8579102,720.9580078,279.1681519,bike,Y,,
290,87,931.2092285,389.6573486,956.7849731,448.6431274,pedestrian,N,,
290,88,1094.880249,273.646698,1181.537109,330.7128296,car,Y,,
290,90,475.7665405,230.3379059,553.9526978,293.3729553,car,Y,,
290,96,964.8995972,271.3028564,1001.412964,319.5628357,bike,Y,,
290,102,947.3403931,296.9612732,989.1921997,353.6084595,bike,Y,,
290,108,194.1759033,288.9615479,216.1941223,333.6315918,pedestrian,Y,,
290,112,1135.261963,132.0562897,1210.537964,181.4319458,car,Y,,
290,115,1046.944336,58.80662918,1069.834595,92.80651093,bike,,,
290,117,1062.726074,214.1789551,1095.437866,261.9581299,bike,Y,,
290,122,607.970459,282.7929993,696.6907959,355.3195801,car,Y,,
290,130,1113.647217,56.50201797,1153.488647,94.84895325,auto,Y,,
290,134,1259.901611,122.6226807,1287.585205,165.221344,bike,Y,,
290,137,498.1721497,164.1204834,538.6589355,206.5217285,bike,Y,,
290,139,1288.597412,83.44394684,1344.312744,124.8940659,car,Y,,
290,141,1239.469604,107.5153732,1263.794556,147.2364197,bike,Y,,
290,143,945.6190186,350.9838867,1010.437744,413.6566162,bike,Y,,
290,149,371.8864441,128.8021088,394.1200256,167.1782074,bike,Y,,
290,153,1203.382324,110.7609711,1227.829346,153.2320251,bike,,,
290,155,1216.08252,222.0333557,1251.379395,272.5377197,bike,Y,,
290,156,1174.813721,183.2218628,1208.270142,231.160965,bike,Y,,
290,159,327.9116516,123.6611557,352.5858765,163.5104065,bike,,,
290,160,706.1125488,207.6683807,761.1265869,252.193222,bike,Y,,
290,163,308.7102966,371.7454529,364.8274536,436.2173462,bike,Y,,
290,168,1177.618286,634.6773682,1204.068726,691.2816772,pedestrian,Y,,
290,169,1331.867065,145.190918,1358.083496,187.9941101,bike,Y,,
290,171,1357.251587,73.92240906,1379.572754,112.4709473,bike,Y,,
290,174,327.4142456,179.3234558,354.7940063,221.8543701,bike,Y,,
290,179,197.5298767,206.6676331,234.1558533,252.2499084,bike,Y,,
290,180,908.9746094,641.9890747,949.2132568,718.8696899,pedestrian,Y,,
290,181,1087.77832,55.4729538,1127.433105,87.79766083,car,Y,,
290,183,1380.293579,19.44132233,1402.327881,47.33803177,bike,Y,,
