frame,x1,y1,x2,y2,class_name
80,1151.027588,132.2039948,1220.092529,181.6771851,car
80,573.7871704,228.0463867,635.5612793,274.7875366,bike
80,659.1330566,331.5606995,761.8911133,436.9598694,auto
80,996.6716309,182.2530975,1038.638794,230.1995697,bike
80,951.7406006,137.2496338,980.1185303,177.7067566,bike
80,988.3977661,166.3031311,1023.81781,212.3907776,bike
80,418.9978638,111.2977905,471.7752686,152.2324982,auto
80,1229.428955,41.16156769,1249.612793,63.91499329,bike
80,1382.844849,25.34383774,1400.469971,54.17549133,bike
80,1158.64917,73.1397934,1180.051392,106.6781235,bike
80,869.3444824,547.6994629,939.0652466,626.3970337,bike
80,1256.282227,112.6656189,1310.945313,157.6608582,car
80,709.0349121,236.3551636,764.3596191,282.703125,bike
80,1078.234741,68.30127716,1116.834229,105.0142288,auto
80,1274.565186,21.74144745,1292.4729,48.92158508,bike
80,1116.000488,167.9634399,1191.0979,228.343277,car
80,903.0224609,123.3632813,947.3641968,168.2357635,auto
80,1092.561646,55.55865479,1137.410645,87.41323853,car
80,957.4768066,249.8803406,1051.751465,317.9905701,car
80,353.4581909,140.4555054,417.9863892,185.6201477,car
80,321.9736938,111.1274719,345.459259,146.2262268,bike
80,1191.608276,54.47013092,1252.977295,95.6289978,car
80,1306.934814,59.89492416,1357.692871,98.3298645,car
80,353.4753418,117.4598083,373.7413025,145.7488861,bike
80,893.6813965,222.8380127,912.9342041,260.1950684,pedestrian
80,1173.451904,635.675293,1203.018555,691.9534912,pedestrian
80,1378.878418,202.8865814,1396.097656,249.5835114,pedestrian
80,1345.518677,189.4995422,1358.199585,233.5293579,pedestrian
80,392.5116577,108.6180725,425.7457886,147.8519592,auto
80,1032.273682,153.4857025,1049.644287,187.1325073,pedestrian
80,1355.298462,194.0300293,1373.510498,244.4028931,pedestrian
80,542.4001465,265.084198,593.4642334,331.5055847,bike
80,297.8829346,102.1008682,317.1628113,137.3197327,bike
80,1171.229858,326.8255615,1280.376953,392.8434753,car
80,224.1140137,89.90118408,271.4724121,126.0400009,car
80,994.3106079,142.7057343,1023.668335,180.3846436,bike
80,1382.070557,57.01000977,1399.866699,90.41607666,bike
80,844.637207,113.5416336,859.2560425,148.2507172,pedestrian
80,423.7607422,265.3668213,473.5537109,318.2839966,bike
80,1380.024414,92.88949585,1406.201172,134.3601837,bike
98,787.2366333,567.4880371,915.5831909,687.3096313,auto
98,1021.933105,151.3942719,1085.795776,201.7692566,auto
98,201.1785278,162.3637085,260.4022827,213.8165588,auto
98,669.4212646,599.3138428,796.6241455,714.1525269,auto
98,600.3290405,630.9085693,734.1500244,720.0,auto
98,695.3065186,444.2405396,790.5235596,546.2915649,auto
98,785.6002808,196.3969116,840.2328491,241.9455261,bike
98,964.7320557,369.4715881,1028.457031,432.5605774,bike
98,925.7830811,572.8569336,1045.083008,683.6535034,auto
98,302.3339233,263.3213806,376.5631714,327.3331299,auto
98,1126.141479,145.5099792,1197.486694,195.5690308,car
98,636.7776489,236.0284424,694.4671631,284.1842041,bike
98,594.7056274,351.7727661,703.6158447,470.7645264,auto
98,968.0595703,192.828598,1010.843384,236.8123627,bike
98,987.3011475,124.4545593,1014.253052,162.9968872,bike
98,943.704834,172.529068,986.986084,219.172821,bike
98,417.0914307,111.9701233,472.0078125,152.1068115,auto
98,1259.973877,29.78622055,1279.679077,54.40715408,bike
98,1355.982422,38.49388123,1373.163086,68.60389709,bike
98,1191.520508,54.73657608,1213.718994,90.50292969,bike
98,868.1102295,547.5092163,938.7312012,626.3324585,bike
98,1226.081787,128.4835052,1284.880371,178.2571106,car
98,741.8545532,241.2901917,794.7277832,288.8305359,bike
98,1083.039795,67.01766968,1121.942139,103.9372406,auto
98,1298.392578,11.25382614,1315.180908,38.52822876,bike
98,1060.375732,191.5361328,1139.520508,255.7394714,car
98,506.50177,257.2683411,556.9241943,321.2658997,bike
98,902.6866455,123.2621613,947.2976685,168.2580261,auto
98,883.8409424,284.4627075,986.1474609,356.6674805,car
98,378.2866821,149.1117706,444.8779907,196.7306671,car
98,348.3822632,120.0271301,371.8367004,156.638855,bike
98,1223.841064,42.90560913,1280.721313,81.83346558,car
98,1284.102539,72.05860138,1337.745605,111.7980042,car
98,379.7304688,128.1379242,399.8574219,155.5396729,bike
98,877.1003418,221.2274933,894.3275146,259.3581543,pedestrian
98,1171.470459,635.5380249,1203.506836,691.8305664,pedestrian
98,1377.289063,201.8290558,1392.506348,249.9465332,pedestrian
98,398.9792175,215.56073,419.805481,253.4003906,pedestrian
98,392.5145874,109.2050781,426.5274658,147.3171082,auto
98,450.1408386,212.9780884,479.3501282,257.949646,bike
98,1352.562988,198.6208801,1369.781616,248.6513062,pedestrian
98,312.151123,113.4295807,333.1757202,149.2469635,bike
98,1147.752686,314.1948242,1251.866699,377.0169373,car
98,240.7324524,98.3487854,289.6465454,135.60289,car
98,1060.84729,120.63797,1087.656372,157.0907593,bike
98,1361.175659,72.22645569,1380.478638,106.2703781,bike
98,375.8818359,259.777771,420.8082886,315.1725159,bike
98,1365.802002,108.2904434,1389.73877,150.0671082,bike
98,441.4282227,270.1552734,459.5904541,311.0310364,pedestrian
200,787.4655151,567.9666748,915.5715942,687.2427368,auto
200,766.0733032,181.6875305,833.409729,232.3661194,auto
200,201.217804,162.400238,260.1687927,213.5184021,auto
200,668.4278564,598.9434204,798.3511353,715.2390137,auto
200,600.1052856,630.8082886,733.7727051,720.0,auto
200,555.8912354,196.3314972,598.1968994,241.0545197,bike
200,911.8438721,361.5478821,978.614502,417.3017578,bike
200,925.6793213,572.3739624,1044.829102,684.0912476,auto
200,1333.453369,3.497123718,1348.102417,26.46778107,bike
200,883.6223145,254.6047668,984.1201782,321.2329712,car
200,767.5747681,221.7234497,821.5237427,270.1976013,bike
200,1172.179077,57.99773407,1195.687134,91.8292923,bike
200,694.6251221,202.1038055,745.208252,246.7894745,bike
200,419.8912048,112.4583435,470.1361084,152.1683502,auto
200,1180.970093,111.1515198,1206.437012,152.6226959,bike
200,867.7340698,550.93573,939.6325684,625.9576416,bike
200,949.0675049,267.8551636,1039.1604,338.0932617,car
200,821.4703369,254.1294556,874.0487671,311.8670349,bike
200,575.8299561,398.6071777,704.7088623,505.0205078,car
200,901.6547241,122.9905548,947.1793213,168.3854828,auto
200,1110.480225,160.2388916,1184.266113,212.7502289,car
200,605.081665,177.9765625,650.9466553,222.394104,bike
200,1170.935669,634.9076538,1203.04834,691.3634033,pedestrian
200,1379.016113,198.4989929,1392.205811,238.2847595,pedestrian
200,392.8271484,109.1960831,426.463623,147.8666534,auto
200,259.7852173,120.7695389,280.5804443,157.0917511,bike
200,1385.891602,226.8577881,1409.119385,276.7809448,pedestrian
200,458.1686707,190.1331329,484.2162781,236.5968018,bike
200,1102.183594,280.2902222,1191.174438,337.918396,car
200,351.5107727,155.9482727,413.6973572,205.1783752,car
200,1185.93396,167.1828003,1212.855347,211.7485352,bike
200,166.402832,237.0772095,210.269455,282.8106995,bike
200,1190.584473,190.8725281,1227.045776,248.7573547,bike
200,313.4987793,278.7061768,332.1025085,322.5407715,pedestrian
200,1295.775146,66.4829483,1348.636475,107.0376434,car
200,1292.706055,114.4026031,1318.561768,152.9827728,bike
200,503.4723206,213.7858887,570.7466431,273.0083923,car
200,1086.173828,60.29728699,1125.084351,102.9267807,auto
200,288.8771973,94.20584106,309.1096191,127.6824951,bike
200,320.7833862,236.7854614,340.6142578,275.515625,pedestrian
200,1381.706299,25.93111801,1422.657227,61.30451965,car
200,1362.959595,50.30490875,1384.034424,86.3130188,bike
200,373.5379028,226.4622803,388.4411621,256.6478271,pedestrian
200,1172.346313,424.1667175,1244.184448,492.9795837,bike
200,793.6865234,251.8867798,872.5822754,313.0309753,bike
200,1349.328003,53.823349,1373.22998,89.83765411,bike
200,253.1777191,77.15083313,270.6737976,107.516449,bike
290,787.5321045,567.8931885,915.5361328,687.3712769,auto
290,198.9393311,162.6751709,260.3829651,212.2049713,auto
290,669.5471191,599.1777344,796.4862061,713.9470215,auto
290,600.2911987,630.6121826,733.8121948,720.0,auto
290,927.2041016,572.3601685,1044.243896,664.6100464,auto
290,387.89505,455.2425537,549.0839844,560.522583,car
290,593.9421997,238.7386475,645.5248413,284.0651855,bike
290,1294.792725,12.43759155,1313.623291,40.29367447,bike
290,927.9985352,176.6010132,973.1091309,224.0185394,bike
290,868.5839844,547.4310913,941.2094116,626.0283813,bike
290,351.1546326,545.079834,517.9269409,671.5542603,car
290,853.6396484,260.4028625,914.1636963,310.9490356,bike
290,903.2158203,122.932373,946.8909912,167.9894104,auto
290,430.2244568,177.433075,467.6950073,219.1314087,bike
290,779.7122192,307.9295349,894.380188,387.6477051,car
290,941.4995728,150.8708496,978.1893311,191.31604,bike
290,1380.281006,195.7411346,1397.343506,240.353714,pedestrian
290,392.2748413,110.242218,425.3063965,148.3400116,auto
290,663.9428101,223.8579102,720.9580078,279.1681519,bike
290,1094.880249,273.646698,1181.537109,330.7128296,car
290,475.7665405,230.3379059,553.9526978,293.3729553,car
290,964.8995972,271.3028564,1001.412964,319.5628357,bike
290,947.3403931,296.9612732,989.1921997,353.6084595,bike
290,194.1759033,288.9615479,216.1941223,333.6315918,pedestrian
290,1135.261963,132.0562897,1210.537964,181.4319458,car
290,1062.726074,214.1789551,1095.437866,261.9581299,bike
290,607.970459,282.7929993,696.6907959,355.3195801,car
290,1113.647217,56.50201797,1153.488647,94.84895325,auto
290,1259.901611,122.6226807,1287.585205,165.221344,bike
290,498.1721497,164.1204834,538.6589355,206.5217285,bike
290,1288.597412,83.44394684,1344.312744,124.8940659,car
290,1239.469604,107.5153732,1263.794556,147.2364197,bike
290,945.6190186,350.9838867,1010.437744,413.6566162,bike
290,371.8864441,128.8021088,394.1200256,167.1782074,bike
290,1216.08252,222.0333557,1251.379395,272.5377197,bike
290,1174.813721,183.2218628,1208.270142,231.160965,bike
290,706.1125488,207.6683807,761.1265869,252.193222,bike
290,308.7102966,371.7454529,364.8274536,436.2173462,bike
290,1177.618286,634.6773682,1204.068726,691.2816772,pedestrian
290,1331.867065,145.190918,1358.083496,187.9941101,bike
290,1357.251587,73.92240906,1379.572754,112.4709473,bike
290,327.4142456,179.3234558,354.7940063,221.8543701,bike
290,197.5298767,206.6676331,234.1558533,252.2499084,bike
290,908.9746094,641.9890747,949.2132568,718.8696899,pedestrian
290,1087.77832,55.4729538,1127.433105,87.79766083,car
290,1380.293579,19.44132233,1402.327881,47.33803177,bike
